评论名称,评分星级,评论内容,评论时间
波博,s-star4,胡雪岩故居，位于杭州市河坊街、大井巷历史文化保护区东部的元宝街，建于清同治十一年（1872年）胡雪岩事业的颠峰时期，当时豪宅工程历时3年，于1875年竣工。落成的故居是一座富有中国传统建筑特色又颇具西方建筑风格的美轮美奂的宅第，整个建筑南北长东西宽，占地面积10.8亩，建筑面积5815平方米。故居无论是从建筑还是到室内家具的陈设，用料之考究，堪称清末中国巨商第一豪宅。,2018-02-19 10:25:10
喵小黑,s-star4,无事可以去逛逛，周边有河坊街，人文历史景色这里都有，还可以钻钻假山。,2018-02-18 14:59:27
喵~个咪,s-star4,擘飞来峰一支   似狮子林之缩本胡雪岩（1823-1885），名光墉，字雪岩，徽州绩溪人，中国近代著名红顶商人，富可敌国的晚清企业家。清同治十一年，正值巅峰的胡雪岩，耗费巨资，历时三年，占地7200平方米、建筑面积5815平方米的宅邸。胡雪岩故居，中西合璧，美轮美奂、巧夺天工，无论是建筑还是家具、陈设，用料都极为考究，堪称清末巨商第一豪宅。大门却不气派阔绰，据说胡雪岩深谙“情深不寿，强极则辱”，故而寄寓“藏而不露”的用意。传统宅第对称式布局，中轴区为待客厅堂，由轿厅、正厅（即百狮楼）、四面厅组成；右边是居室庭院，由融冬院、颐夏院、鸳鸯厅、清雅堂、和乐堂、载福堂组成，供妻妾居住；左边是芝园，回廊相连，曲池相通。建议：参观可按照由左至中再及右的顺序，浏览胡家生活区、待客区和园林景观区。,2018-02-11 23:27:33
涤凡尘,s-star3,感觉一般般了，主要是被残忍地翻修，看不出老建筑的一点味道了，非常可惜。还要购票入内，觉得不值。,2018-02-03 21:36:10
mlfare,s-star3,胡雪岩故居，风景园林和建筑很考究。今年小寒节气，凭公园卡补了差价进去转了转，刚好跟听到一个导游讲解，学习了~这次印象最深刻的是，在园林溜达时，忽然暗香浮动阵阵袭来，闻香回首见冬梅疏影横斜，颇有水墨画的风姿。,2018-01-07 13:58:17
信烽,s-star3,虽然看看很气派，但是是重建的建筑，毕竟文物价值并不高,2018-01-05 22:38:47
Katherinepan,s-star5,建筑风格很有江南的味道，处处透露着做工细致，整洁明了的风格。想了解当时的生活习惯和建筑风格，可以去看看。,2017-12-31 21:52:57
樱~枫fox,s-star4,还可以吧。徽式建筑就是这样，像城堡一样，高墙大院，外面看着挺素净，里面堆金砌银，极尽奢侈。,2017-12-14 21:04:04
彼岸之空,s-star5,去杭州必去胡雪岩故居。超有所值。对历史，故居，建筑感兴趣的朋友尤其必要！,2017-11-10 21:52:37
团团喵♪de～,s-star4,看过胡雪岩传记，所以比较感兴趣，来杭州特地来看了下一代红顶商人的传奇一生,2017-10-31 16:14:46
过客,s-star5,红顶商人的豪宅很值得一看，虽然没有苏州园林占地面积大，但是内里毫不含糊也是，而且处处透着有钱呢~,2017-10-26 13:41:55
吃土少女的旅行记,s-star4,晚清富商胡雪岩，也是个传奇，可以去看看了解一下发家致富的故事,2017-10-15 12:26:23
最美的时光在路上,s-star5,不愧为首富的豪宅，处处设计精巧，有江南小园林的味道,2017-10-08 10:23:02
XYP,s-star4,还不错。首选故居能够保存并发挥所长来使用，非常好。卖的都是药。好不好就不知道啦。,2017-10-01 18:08:43
人_可,s-star4,说什么仿照故宫，简直是瞎扯，就是江南园林。瞻仰一下红顶商人胡雪岩，果然是官商一体的典范，前期XXX，后期左宗棠倒台，就一年不如一年，然后xxx，一百多年过去了，好像除了科技进步了，世界还是那一套,2017-09-27 11:28:10
在路上,s-star3,冲着胡雪岩的名气去的，院落很精致，结构紧凑。但感觉后期过或者重新修缮过，少了点历史的厚重感，里边的假山感觉是假，不像太湖石，而且明显的水泥结合印记，不过假山通道还是可以的。但还是可以去看看的，也还不错吧。优惠票10元,2017-09-18 15:13:17
盛京豪侠,s-star4,一个很大很有故事的宅院，值得一逛。,2017-09-15 13:18:39
云是雨的故乡,s-star4,故居其实与上海的豫园以及苏州的私家园林相似，并没有特别惊艳的地方。只是对于那些了解胡雪岩的人，那些读过高阳的胡雪岩全集的人，可以来此凭吊一下这位杰出的商界人才，感叹一下他的大起大落。然后对于如今那些大红大紫的商界精英，不至于羡慕嫉妒恨。,2017-09-08 16:23:46
高悦,s-star4,值得一逛 门票只需20 里面很大 仔细逛要3个小时 推荐,2017-09-05 00:01:37
天目心,s-star5,这个是和当地人聊天的时候得知的， 他强烈推荐，去到真的很好，比广州陈家祠还要大而且算是华丽了。,2017-09-04 11:51:59
清水听音,s-star5,第二次出发的时间本来刚刚好，却因为不熟悉路线，赶到时恰好七点过一刻，第一场刚刚结束，第二场还要等很久，这样的时间就很尴尬了，干等下去无聊又费时，忽然抬头看到灯光点缀的断桥，似乎并不太远，不如先去看看白娘子与许仙相会的浪漫之地，时间差不多了再回来看喷泉——这样愉快地决定后，我们向着断桥出发。看着不远，走起来却不近。赶到断桥，拍拍照，走一走，不知不觉将近八点钟，再走回头路，也来不及看八点钟那场喷泉了，干脆就顺着断桥向前走走吧。,2019-04-19 14:12:35
衣衣,s-star4,断桥 东北 的“断桥残雪”的碑亭。说实话，“断桥残雪”那四个字，要让我自己看的话，肯定会看成“路楼臻雪”……这等书法我们小女子真的欣赏不来，哈哈。它的由来是在冬雪初下时，桥的阳面冰雪消融，但阴面仍被残雪覆盖，从高处看桥似断非断，因而形成著名的“断桥残雪”。伫立桥头，放眼四望，远山近水尽收眼底。,2019-04-15 20:52:23
菜菜不吃胡萝卜,s-star5,参观完雷峰塔，便坐着51路公交车往湖对岸的“断桥残雪”出发。这段路，若不是骑行爱好者，我更推荐公交而非打车。PS：去“断桥”的路上是有很长一段路不允许机动车行驶，只能步行前往的。据说雪天的时候有荒涩之意，当然这说的是古时，恐怕如今断桥下雪时只有人挤人了吧。,2019-01-06 21:21:48
有李行遍天下,s-star3,“断桥残雪是否下过雪，我望着湖面，水中寒月如蝶，指尖轻点融解。”华语乐坛为数不多认真在做音乐的大许嵩一首《断桥残雪》火遍大江南北。这里是西湖上著名的景色，以冬雪时远观桥面若隐若现于湖面而称著。属于西湖十景之一。断桥残雪是欣赏西湖雪景之佳地，中国著名的民间传说《白蛇传》，为断桥景物增添了浪漫的色彩。,2018-11-16 12:32:34
旺仔好萌,s-star5,关于断桥名字的由来，实在是太多了，我最喜欢的一个版本：在冬日雪后的西湖银装素裹之际，桥的阳面冰雪消融，但是，阴面仍有残雪似银，从高处眺望，仿佛长长的白链到此中断，桥似断非断，故以“残雪”名之。拍法一：拍摄断桥大全景照片。西湖真的是人挤人，来到断桥，除了要到桥上走一走，我们还可以在西湖岸边拍几张大全景照片，既避开了人群，蓝天碧水拍出来也十分好看~拍法二：拍断桥的时候记得配上荷花做点缀，画面别有一番风味~如果想把荷花拍得好看，最好是早上去，尤其是太阳刚刚出来后的一个小时，光线最好。有时候，断桥上的人实在是太多了，你还可以虚化背景，突出荷花进行拍摄，既弱化了断桥上爆满的人群，又将断桥、荷花完美结合，拍出来的照片多了一分美感，少了一分违和感。拍断桥大全景的同时也不要忘记来张特写，美美的荷花千万不要错过。拍法三：断桥周围有很多精巧的小亭子，以绿植做点缀，利用框景的拍摄技巧，意境美照手到擒来。同样的场景，风景照我使用了正方形构图，如果你想继续拍人像，建议横构图拍，让画面背景涵盖更广，光线不足时利用剪影效果，照片效果可能会更好。拍法四：注意和周边环境互动起来。爱旅行的女孩都有颗调皮的心，除了拍出好看的意境美照，跟雕塑、树木进行有趣的互动拍照也很不错。拍拍拍断桥的同时可千万不要忘记，白堤也是西湖一道亮丽的风景线！“最爱湖东行不足，绿杨荫里白沙堤”说的可就是这里。它从断桥起，过锦带桥，止于平湖秋月，沿途风景很美，树木也很有特色，必须咔嚓一张人像。,2018-11-11 16:49:37
Willy,s-star4,虽然小时候不喜欢看白蛇传，但对于游湖借伞、水漫金山、断桥相会这些典故并不陌生。来到杭州西湖，自然要到断桥看一看传说中白娘子与许仙相会的地方。断桥连接着湖岸和白堤，游览白堤时就会路过，可以把行程安排在一起。,2019-09-24 07:54:49
福气多多,s-star5,西湖断桥位于北里湖和外西湖的分水点上，一端跨着北山路，另一端接通白堤，南宋时又名宝祐桥，也称为段家桥，现桥为1941年重建。桥畔有“云水光中”水榭和“断桥残雪”碑亭。断桥残雪景观内涵说法不一，一般指冬日雪后，桥的阳面冰雪消融，但阴面仍有残雪似银，从高处眺望，桥似断非断。在西湖古今诸多大小桥梁中，它的名气最大，“断桥残雪”为西湖十景之一。伫立桥头，放眼四望，远山近水，尽收眼底，是欣赏西湖雪景之佳地。中国民间爱情传说《白蛇传》的故事即发生于此，白娘子与许仙断桥相会，为断桥景物增添了浪漫色彩。,2019-07-15 16:07:56
垚望,s-star3,乘船游西湖，去岛上可远观“断桥”。感觉一般般，有名气估计就是白娘子传说加持吧。休闲不错，跑跑步啥的。,2019-05-20 08:07:53
45°仰朢,s-star5,是《白蛇传》中许仙、白娘子的相会之地，也给这座长桥平添许多浪漫色彩。冬雪初下，桥的阳面冰雪消融，但阴面仍被残雪覆盖，从高处看桥似断非断，形成著名的“断桥残雪”。可以作为游玩西湖的起点。从断桥上白堤去孤山，依次游玩西湖周边的各个景点。,2019-04-08 10:27:19
痴游,s-star4,西湖最著名的景点之一，十一期间人非常多，要早点去,2019-10-12 23:20:28
杏坛e客,s-star5,接天莲叶无穷碧，映日荷花别样红,2019-08-29 08:33:12
Striver_小丹,s-star4,还可以吧，去的时候刚好是雨后，加之将近40度的高温，真的是上蒸下煮,2019-07-30 11:09:57
閬中de趙先生,s-star4,只在游船上远远的看了看断桥，并无新意，完全因为那个美丽的故事成为大热景点,2019-07-26 22:58:27
江南赏雪,s-star5,来西湖，肯定是要走走断桥残雪了,2019-07-22 17:54:44
朵拉拉,s-star4,杭州真是一个宜居的城市。北方人看到杭州的一草一木都觉得柔美。,2019-07-19 17:16:55
邹俞,s-star4,人多，就是人多，很多人啊，很多人,2019-07-09 11:25:56
谢小帅1890,s-star5,打卡之地，西湖必游的地方。可以去看看,2019-06-29 15:42:11
星箜5,s-star5,嗯嗯...晚上从灵隐寺坐车出来，路过断桥。下来看看,2019-06-27 16:10:34
般遮拨弦,s-star3,真正的断桥，不是因为雪，是因为人,2019-06-26 14:38:25
fincen,s-star4,人多，人特别多，作为西湖最出名的景区，也是不用坐船就能看到的景区。太多人来这里拍照了。其实就是一座桥啊，都是传说害得人,2019-06-22 09:46:44
bingmenger,s-star3,没什么感觉 只看到人头 。。。。,2019-06-14 23:21:30
大叔不是学生了。,s-star3,2019年6月1日乘车经过，没有上去，太多人了。,2019-06-11 22:18:29
莫莫,s-star3,西湖十景已经没有了当年的韵味，去了也只是打卡照相而已。人很多，什么也看不出来,2019-06-11 17:19:29
少年,s-star4,风景不错，就是节假日人有点多，节假日去就是人挤人的,2019-06-10 19:14:37
JC,s-star5,打卡杭城的景点之一，全是人人人,2019-06-10 10:04:23
momo长颈鹿🍩,s-star5,是一个外地游客必打卡的景点拉~~~桥上永远有很多人在拍照哈哈~,2019-06-06 11:21:30
拾上拾下,s-star5,风光很美，人略多，夏天去荷花都开的话应该更漂亮，一年四季景致不同,2019-05-30 11:07:05
